number,0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z
0,1.0,1.0,0.8147632223424847,0.517566974486946,0.9400144845167172,0.4281117972254427,0.21255739893072956,0.7631159750908347,0.2449981900501999,0.18190655127637811,0.5544477420413244,0.08350319659018222,0.34123029575411135,0.4173390932785946,0.0,0.17072418770991868,0.5675271263588721,0.8563389851618309,0.0,0.3945205791354653,0.5841052072073386,0.14815634271786204,0.5020255846423256,0.46506657264349777,0.2330849975698399,0.582787887067475,0.5384709787998802,0.44001947755184945,0.5149328595069017,0.9344385434280814,0.34624567467773176,0.34499135511965784,0.5432874911497102,0.464092570964302,0.5098227033269143,0.4062781095005952,0.5068443464320171,0.6134204506080023,0.5316170476755366,0.7095446351495456,0.4763038619247827,0.9367753362198309,0.6185827451378663,0.2999443329839184,0.5637072125815674,0.6327030634525683,0.4667419791477838,0.4401710151812389,0.6362385836881851,0.5935537186705186,0.5577042029131529,0.9645305438480678,0.4488103693026327,0.9212152245728268,0.8978811361542535,0.25356258686112465,0.8754600099114127,0.8399086695054806,0.1334962184669123,0.8921406121277579,0.787613981762918,0.0,1.0
1,1.0,0.999728208870169,0.6080406500362172,0.624294563333069,1.0,0.32206045126923544,0.18382404851573947,0.8264043242652177,0.20276310193682257,0.012051364069381412,0.6141754056890036,0.0383471667578894,0.20293914876074115,0.45071774938019005,0.0,0.1829947382595728,0.6268432643113538,1.0,0.0,0.48380634803143313,0.5838821487910106,0.08707670531551703,0.5916881067986685,0.437350644977558,0.20569683415276566,0.6640707634754778,0.5597841670661734,0.384646124641453,0.5438591764465912,0.9484392095876715,0.19950816628738324,0.36027524240404246,0.3269015492939713,0.27156969300267836,0.5346885915016119,0.07958308745107688,0.3735033847886283,0.6582636594756797,0.19693863461228397,0.6140390939382345,0.4883387411181603,0.8009830357918442,0.42533375053057554,0.2967740311723923,0.19390417219989592,0.41371599849739266,0.48422494317094555,0.04333088735274186,0.46921354542990346,0.6245547251702769,0.1931583410685457,0.8568753437301443,0.4517344690031942,0.6456426811448477,0.781848259320044,0.2620860310924847,0.5780546003512798,0.7106243228897475,0.13772213799208916,0.6005058673633482,0.6533561571601767,0.0,0.6946826736942032
2,1.0,1.0,0.7699353677911128,0.5640756517373917,0.9650756508206043,0.3843546999067726,0.22462462532660651,0.7733337606409867,0.2193992189377548,0.17283685833620177,0.5491148574555345,0.050972305063685074,0.34112708535803554,0.39372590276898517,0.0,0.1596703283217145,0.5807928788232326,0.9772894948577292,0.0,0.411510847246881,0.5629307771744968,0.15321680009490654,0.5121400630289313,0.369081370334922,0.2854507213540312,0.5950980023788196,0.49666026564459803,0.42526430947014215,0.508574517455465,1.0,0.31134665024892516,0.30075144050567126,0.48353885515809764,0.39718798450405196,0.45142159257141434,0.27167306866695556,0.46401878962596654,0.575675922297787,0.4071405581101904,0.7095374650017503,0.47079725820043905,0.9153081481942332,0.6087711413973119,0.2892202908828439,0.3622984661159768,0.5973922907132425,0.46274166694820557,0.1315237793086273,0.612950769567024,0.6076024346432418,0.2269477987492656,0.9899529967150881,0.44951812642223193,0.8401410993970988,0.9133627130649029,0.25893122988509737,0.766564846303684,0.8410502367696243,0.12888796024902144,0.7700795475556882,0.7798121388043294,0.0,0.8515872869498295
3,0.7429872792206955,1.0,0.15664085399087577,0.2504843694874767,0.8899420366420875,0.05748670581191785,0.0,0.658279339760032,0.0853408624643586,0.06346558896165012,0.44259959106465774,0.03134941862299077,0.2768490724602688,0.2975872614689754,0.02759047717898638,0.20390988441941885,0.5251512245297169,1.0,0.13617551463891764,0.3394282159382725,0.683980483608427,0.1427052724483134,0.4531032609266633,0.4299438908642916,0.17908625586195498,0.5493666605131253,0.4570635964946057,0.45417296180953176,0.48095328861759945,0.8935258395682651,0.4144505614935341,0.30793521671722074,0.5044923773334126,0.3776966165047804,0.46119341681137493,0.19504613533173326,0.38593154244576994,0.5786167439361353,0.21984689278276243,0.7264311609278796,0.46358929563964063,0.6875473899457615,0.665844713427906,0.28104111416119976,0.23463001552823015,0.517279419952155,0.43571537920073,0.0,0.4709841286213432,0.5780883148251819,0.07929753235938067,1.0,0.46007652403958477,0.48014481413299975,0.9784826254056924,0.26830922445867594,0.5716660396180197,0.9248788343720075,0.12974691935208713,0.6959488883576639,0.9132129432434999,0.0,0.8707223782437316
4,0.682825945968563,0.9971658446538518,0.9993197619201009,0.3245455829230533,1.0,0.6557483705175339,0.008634185971910348,0.8584477990657862,0.38961246807362604,0.041796695211927644,0.7210359771336711,0.13299722583778595,0.29665598543912747,0.6222023912583265,0.0,0.10684293016639004,0.5159379528933454,0.7241082124764855,0.0,0.4270493441260903,0.3836807712833031,0.0774134750833345,0.5875656643214306,0.36269976022935335,0.12945525739550062,0.6602895328967637,0.4723813576683028,0.37884681097365375,0.47782864045148354,0.7373652839354307,0.3281047329809342,0.39342646800934733,0.31574034404601015,0.3436026827431345,0.6064144064249357,0.3135287864707498,0.33871070377550594,0.67999922884162,0.4480782125996252,0.661740836692283,0.48314859517558867,0.6909020848835746,0.616954211355807,0.3878340867575422,0.2634804821128347,0.5449287123948731,0.6060900750062749,0.2927175323309759,0.49757057281133626,0.7136530995932511,0.4588759677463462,0.9507106096319335,0.5004571708645983,0.6115686338478495,0.9785993354161145,0.29327279245718124,0.45314773137435616,0.9899737095356979,0.1585752255730949,0.4000173355153054,1.0,0.0,0.4169447305710693
5,0.9863268378126204,0.9557737283092429,0.9994566889598683,0.6404238529428421,1.0,0.6612851422887507,0.25167486406837597,0.8869752773631602,0.41513800741440626,0.15623104332822835,0.7265449701203697,0.17063887027551225,0.33222537138075176,0.6297950929964783,0.0,0.22177794384979727,0.5781125867512571,0.8196729969800121,0.0,0.4748242880701334,0.3754879326649548,0.15433256317571686,0.6274294245631242,0.2833854144438349,0.2644810116127041,0.7122470083244262,0.4144276358124897,0.43918025818044143,0.5097663778368806,0.7897401692036413,0.27617458103977954,0.41426920317243116,0.25634248862247616,0.410651124040219,0.6250280432799173,0.20938226330560486,0.4724040317911964,0.7265343214612858,0.3867461958879027,0.7119028547928525,0.4772801441263409,0.6773604020115531,0.5686236154906287,0.3657583312174858,0.20709196129539134,0.6006277324500632,0.5766478528282875,0.26045934179154245,0.6246506655561493,0.6908028545650331,0.4874211475580236,1.0,0.46924808514291116,0.5276042346496236,0.9266477420401453,0.27929918784053526,0.3327338631889299,0.863773106274085,0.15189605894576103,0.2590088483371687,0.7808653874450048,0.0,0.26529996196329225
6,0.6734323606320723,1.0,0.9571757486976852,0.2785508693756476,0.8867119578479092,0.6199774188935683,0.008963897632914664,0.6883833238482576,0.38018550673291196,0.0,0.46589829838668184,0.13182109294252536,0.2673188673612712,0.38787205556512955,0.0,0.2621952608860707,0.47031530613473005,0.9756265186330462,0.23707387115174364,0.3133714702590305,0.4978391610887342,0.2916759835435955,0.5136677008771722,0.46473786391180205,0.326961168801728,0.5986851476411655,0.6928604913567047,0.49207746852826556,0.45438289189486947,1.0,0.4702139927326429,0.30449705005990607,0.3020204215171352,0.4724612427574557,0.5586821110062015,0.32307677049797373,0.49658394052337484,0.6379048223905803,0.6190506425816975,0.7240188507936435,0.45455575260471465,0.915290832550434,0.7156651361886037,0.30635612930086903,0.3484508502424961,0.6674479326574204,0.5472502913304733,0.46246661938722156,0.6760719815153162,0.6522230323736236,0.7518156513789678,0.9551233554505372,0.46227186056449404,0.8013888903778934,1.0,0.23163824472447497,0.6762280197212434,0.9620161065147852,0.12196665494423291,0.6747605549498553,0.9425462474323073,0.0,0.7511051532086743
7,0.6790406848355042,1.0,0.9991974978865206,0.2476514410894518,0.8967057961546672,0.5936035416385371,0.0,0.6818852569553291,0.3391765341853106,0.14564084263858143,0.4760090775459402,0.08968424971867779,0.4679807651210423,0.438021631175034,0.0,0.2252113143313824,0.49646278795650506,0.9110794409290139,0.20648118812284216,0.3568384278112493,0.5024843409926484,0.2626454471505554,0.5472181240833022,0.506583973926004,0.2489201072735278,0.6187096932223377,0.7034217722297479,0.4729302593167249,0.46964467453240166,0.9351272218509625,0.46486710552114024,0.3519226529776714,0.33314294849128395,0.48656197569995435,0.5798759710705038,0.27996588464331734,0.47577390333306424,0.65072055914496,0.5265504807437819,0.7297439126072176,0.4694183549787745,0.8893922939458353,0.7253497142787362,0.35755523201118894,0.3242525314926959,0.6721485031435106,0.5886012251080118,0.4468051830064284,0.6483175926007589,0.6656899502866813,0.774333841713931,0.9740662922179202,0.49499957067116074,0.8012827909964515,0.970846118933045,0.27329717280902993,0.6210330473991071,0.9658128384947242,0.16080203472260915,0.6525932540978413,1.0,0.0,0.8195479479073846
8,0.590159488219196,1.0,0.9991962810582985,0.21831466493708895,0.8610515258564603,0.64667253508816,0.0,0.6360026271187311,0.37245788941411206,0.10568777544730659,0.41781198833625066,0.11818501560014438,0.4498473009955182,0.3808606794534853,0.0,0.2432766943290226,0.40373141308358573,0.8010518968911952,0.2253226043520966,0.27348861016579834,0.42075731472355044,0.25436749482643173,0.48531413905845133,0.4968746005889423,0.2731253251707219,0.5839712867023185,0.7429284103279509,0.4820015818170365,0.4003691944633164,0.843669277515903,0.5161156359581075,0.2448188922316017,0.27451921631702797,0.47061098266300533,0.499491946483248,0.3297058308950261,0.4415911726210335,0.5986274435236282,0.5701196951813753,0.7043734441382947,0.42219545311117257,0.8130261908405768,0.7462519335263554,0.25330337568311767,0.3357588209965883,0.6554992639184735,0.4825468251023456,0.4740095633019264,0.6190212332106919,0.5869077805266366,0.7102737697202283,0.9175682012780522,0.4598884399581059,0.7494784993671058,1.0,0.21758196127363869,0.6544191181840063,0.9725812547681985,0.10365987651719705,0.6794447687991634,0.9479546032508906,0.0,0.7226745887233026
9,0.520855758262454,1.0,0.9990423483733929,0.19375674661807826,0.8661836718608192,0.5044145030011166,0.0,0.6240378562299486,0.22999040497161322,0.1621515682776889,0.41606975675112157,0.03461853754143864,0.4395449430030393,0.380123887655613,0.0,0.17060656402875496,0.3986561733145577,0.7076544828497768,0.27563140689475657,0.26446124689140776,0.38596023937726665,0.28868750047848357,0.4573880399895562,0.38791039774418923,0.2849825066413517,0.5382638580223911,0.5474467700668937,0.41843424870426654,0.3958994850966457,0.8197226398166085,0.5555289731360195,0.2601835222484102,0.33829912768018827,0.4855976450953522,0.48823386979969724,0.37062816505763024,0.43721989572886444,0.559970874712894,0.5798549686537188,0.6511058711845722,0.4128180050852995,0.8511709322486857,0.7837020846571379,0.25141687172632027,0.4403842105708196,0.6901730962096447,0.45381664923149256,0.46611271621635453,0.6428522213120402,0.5536752509727402,0.6381348639984833,0.8566490074337204,0.44478862679959613,0.8247420891082632,0.9521711669639644,0.2266489595328882,0.7943108902682113,0.968523438038294,0.12250052298602286,0.8039818533358077,1.0,0.0,0.8701397075741534
